relation_1,relation_2,composed_closest,cosine_similarity
http://example.org/ai-news/ask,http://example.org/ai-news/develop,http://example.org/ai-news/ask,0.7093
http://example.org/ai-news/ask,http://example.org/ai-news/discuss,http://example.org/ai-news/ask,0.7135
http://example.org/ai-news/ask,http://example.org/ai-news/do,http://example.org/ai-news/ask,0.7275
http://example.org/ai-news/ask,http://example.org/ai-news/drop,http://example.org/ai-news/ask,0.7172
http://example.org/ai-news/ask,http://example.org/ai-news/enable,http://example.org/ai-news/ask,0.7003
http://example.org/ai-news/ask,http://example.org/ai-news/enter,http://example.org/ai-news/ask,0.7673
http://example.org/ai-news/ask,http://example.org/ai-news/explain,http://example.org/ai-news/explain,0.7273
http://example.org/ai-news/ask,http://example.org/ai-news/explore,http://example.org/ai-news/ask,0.7077
http://example.org/ai-news/ask,http://example.org/ai-news/express,http://example.org/ai-news/ask,0.7132
http://example.org/ai-news/ask,http://example.org/ai-news/feature,http://example.org/ai-news/ask,0.7082
http://example.org/ai-news/ask,http://example.org/ai-news/find,http://example.org/ai-news/find,0.7552
http://example.org/ai-news/ask,http://example.org/ai-news/generate,http://example.org/ai-news/ask,0.7438
http://example.org/ai-news/ask,http://example.org/ai-news/get,http://example.org/ai-news/get,0.7249
http://example.org/ai-news/ask,http://example.org/ai-news/give,http://example.org/ai-news/give,0.7334
http://example.org/ai-news/ask,http://example.org/ai-news/go,http://example.org/ai-news/go,0.726
http://example.org/ai-news/ask,http://example.org/ai-news/guide,http://example.org/ai-news/ask,0.7177
http://example.org/ai-news/ask,http://example.org/ai-news/halt,http://example.org/ai-news/ask,0.7232
http://example.org/ai-news/ask,http://example.org/ai-news/have,http://example.org/ai-news/have,0.7164
http://example.org/ai-news/ask,http://example.org/ai-news/incentivize,http://example.org/ai-news/ask,0.706
http://example.org/ai-news/attract,http://example.org/ai-news/be,http://example.org/ai-news/be,0.7241
http://example.org/ai-news/attract,http://example.org/ai-news/become,http://example.org/ai-news/attract,0.7347
http://example.org/ai-news/attract,http://example.org/ai-news/believe,http://example.org/ai-news/believe,0.7537
http://example.org/ai-news/attract,http://example.org/ai-news/call,http://example.org/ai-news/call,0.7246
http://example.org/ai-news/attract,http://example.org/ai-news/carry,http://example.org/ai-news/attract,0.7353
http://example.org/ai-news/attract,http://example.org/ai-news/chat,http://example.org/ai-news/attract,0.7508
http://example.org/ai-news/attract,http://example.org/ai-news/cheer,http://example.org/ai-news/attract,0.7073
http://example.org/ai-news/attract,http://example.org/ai-news/collaborate,http://example.org/ai-news/attract,0.7371
http://example.org/ai-news/attract,http://example.org/ai-news/come,http://example.org/ai-news/come,0.7011
http://example.org/ai-news/attract,http://example.org/ai-news/consider,http://example.org/ai-news/attract,0.7673
http://example.org/ai-news/attract,http://example.org/ai-news/create,http://example.org/ai-news/create,0.7565
http://example.org/ai-news/attract,http://example.org/ai-news/develop,http://example.org/ai-news/attract,0.758
http://example.org/ai-news/attract,http://example.org/ai-news/discuss,http://example.org/ai-news/attract,0.7254
http://example.org/ai-news/attract,http://example.org/ai-news/do,http://example.org/ai-news/attract,0.7613
http://example.org/ai-news/attract,http://example.org/ai-news/enable,http://example.org/ai-news/attract,0.7133
http://example.org/ai-news/attract,http://example.org/ai-news/enter,http://example.org/ai-news/attract,0.7213
http://example.org/ai-news/attract,http://example.org/ai-news/expect,http://example.org/ai-news/attract,0.7665
http://example.org/ai-news/attract,http://example.org/ai-news/explain,http://example.org/ai-news/explain,0.7382
http://example.org/ai-news/attract,http://example.org/ai-news/express,http://example.org/ai-news/attract,0.714
http://example.org/ai-news/attract,http://example.org/ai-news/feature,http://example.org/ai-news/attract,0.7178
http://example.org/ai-news/attract,http://example.org/ai-news/find,http://example.org/ai-news/find,0.7615
http://example.org/ai-news/attract,http://example.org/ai-news/flood,http://example.org/ai-news/attract,0.7468
http://example.org/ai-news/attract,http://example.org/ai-news/generate,http://example.org/ai-news/attract,0.7398
http://example.org/ai-news/attract,http://example.org/ai-news/get,http://example.org/ai-news/get,0.7084
http://example.org/ai-news/attract,http://example.org/ai-news/give,http://example.org/ai-news/give,0.7706
http://example.org/ai-news/attract,http://example.org/ai-news/go,http://example.org/ai-news/attract,0.721
http://example.org/ai-news/attract,http://example.org/ai-news/guide,http://example.org/ai-news/attract,0.7437
http://example.org/ai-news/attract,http://example.org/ai-news/halt,http://example.org/ai-news/attract,0.7339
http://example.org/ai-news/attract,http://example.org/ai-news/have,http://example.org/ai-news/have,0.7465
http://example.org/ai-news/attract,http://example.org/ai-news/hear,http://example.org/ai-news/attract,0.7027
http://example.org/ai-news/attract,http://example.org/ai-news/incentivize,http://example.org/ai-news/attract,0.7368
http://example.org/ai-news/be,http://example.org/ai-news/beat,http://example.org/ai-news/be,0.7655
http://example.org/ai-news/be,http://example.org/ai-news/become,http://example.org/ai-news/be,0.731
http://example.org/ai-news/be,http://example.org/ai-news/believe,http://example.org/ai-news/believe,0.7493
http://example.org/ai-news/be,http://example.org/ai-news/build,http://example.org/ai-news/be,0.7644
http://example.org/ai-news/be,http://example.org/ai-news/call,http://example.org/ai-news/call,0.7138
http://example.org/ai-news/be,http://example.org/ai-news/carry,http://example.org/ai-news/be,0.7236
http://example.org/ai-news/be,http://example.org/ai-news/chat,http://example.org/ai-news/be,0.7767
http://example.org/ai-news/be,http://example.org/ai-news/cheer,http://example.org/ai-news/be,0.7588
http://example.org/ai-news/be,http://example.org/ai-news/cite,http://example.org/ai-news/be,0.7504
http://example.org/ai-news/be,http://example.org/ai-news/coin,http://example.org/ai-news/be,0.7398
http://example.org/ai-news/be,http://example.org/ai-news/conduct,http://example.org/ai-news/be,0.7126
http://example.org/ai-news/be,http://example.org/ai-news/consider,http://example.org/ai-news/be,0.7811
http://example.org/ai-news/be,http://example.org/ai-news/cost,http://example.org/ai-news/be,0.7331
http://example.org/ai-news/be,http://example.org/ai-news/create,http://example.org/ai-news/create,0.7244
http://example.org/ai-news/be,http://example.org/ai-news/develop,http://example.org/ai-news/be,0.7473
http://example.org/ai-news/be,http://example.org/ai-news/dig,http://example.org/ai-news/be,0.727
http://example.org/ai-news/be,http://example.org/ai-news/discuss,http://example.org/ai-news/be,0.7365
http://example.org/ai-news/be,http://example.org/ai-news/do,http://example.org/ai-news/be,0.7707
http://example.org/ai-news/be,http://example.org/ai-news/drop,http://example.org/ai-news/be,0.7672
http://example.org/ai-news/be,http://example.org/ai-news/enable,http://example.org/ai-news/be,0.7569
http://example.org/ai-news/be,http://example.org/ai-news/enter,http://example.org/ai-news/be,0.786
http://example.org/ai-news/be,http://example.org/ai-news/expect,http://example.org/ai-news/be,0.7406
http://example.org/ai-news/be,http://example.org/ai-news/explore,http://example.org/ai-news/be,0.7232
http://example.org/ai-news/be,http://example.org/ai-news/express,http://example.org/ai-news/be,0.7572
http://example.org/ai-news/be,http://example.org/ai-news/feature,http://example.org/ai-news/be,0.7154
http://example.org/ai-news/be,http://example.org/ai-news/find,http://example.org/ai-news/be,0.7448
http://example.org/ai-news/be,http://example.org/ai-news/flood,http://example.org/ai-news/be,0.7236
http://example.org/ai-news/be,http://example.org/ai-news/generate,http://example.org/ai-news/be,0.7553
http://example.org/ai-news/be,http://example.org/ai-news/get,http://example.org/ai-news/be,0.7341
http://example.org/ai-news/be,http://example.org/ai-news/give,http://example.org/ai-news/give,0.7049
http://example.org/ai-news/be,http://example.org/ai-news/go,http://example.org/ai-news/be,0.7174
http://example.org/ai-news/be,http://example.org/ai-news/halt,http://example.org/ai-news/be,0.7474
http://example.org/ai-news/be,http://example.org/ai-news/have,http://example.org/ai-news/have,0.7253
http://example.org/ai-news/be,http://example.org/ai-news/hear,http://example.org/ai-news/be,0.7483
http://example.org/ai-news/be,http://example.org/ai-news/incentivize,http://example.org/ai-news/be,0.7122
http://example.org/ai-news/beat,http://example.org/ai-news/become,http://example.org/ai-news/beat,0.7123
http://example.org/ai-news/beat,http://example.org/ai-news/believe,http://example.org/ai-news/believe,0.7371
http://example.org/ai-news/beat,http://example.org/ai-news/build,http://example.org/ai-news/beat,0.7252
http://example.org/ai-news/beat,http://example.org/ai-news/call,http://example.org/ai-news/call,0.7304
http://example.org/ai-news/beat,http://example.org/ai-news/chat,http://example.org/ai-news/beat,0.7277
http://example.org/ai-news/beat,http://example.org/ai-news/cheer,http://example.org/ai-news/beat,0.7301
http://example.org/ai-news/beat,http://example.org/ai-news/cite,http://example.org/ai-news/beat,0.7284
http://example.org/ai-news/beat,http://example.org/ai-news/coin,http://example.org/ai-news/beat,0.7271
http://example.org/ai-news/beat,http://example.org/ai-news/complain,http://example.org/ai-news/complain,0.7064
http://example.org/ai-news/beat,http://example.org/ai-news/consider,http://example.org/ai-news/beat,0.7444
http://example.org/ai-news/beat,http://example.org/ai-news/cost,http://example.org/ai-news/cost,0.7328
http://example.org/ai-news/beat,http://example.org/ai-news/create,http://example.org/ai-news/create,0.7291
http://example.org/ai-news/beat,http://example.org/ai-news/develop,http://example.org/ai-news/beat,0.7246
http://example.org/ai-news/beat,http://example.org/ai-news/dig,http://example.org/ai-news/beat,0.7352
http://example.org/ai-news/beat,http://example.org/ai-news/do,http://example.org/ai-news/beat,0.7447
http://example.org/ai-news/beat,http://example.org/ai-news/drop,http://example.org/ai-news/beat,0.7461
http://example.org/ai-news/beat,http://example.org/ai-news/enable,http://example.org/ai-news/beat,0.7189
http://example.org/ai-news/beat,http://example.org/ai-news/enter,http://example.org/ai-news/beat,0.7188
http://example.org/ai-news/beat,http://example.org/ai-news/expect,http://example.org/ai-news/beat,0.7746
http://example.org/ai-news/beat,http://example.org/ai-news/explain,http://example.org/ai-news/explain,0.7712
http://example.org/ai-news/beat,http://example.org/ai-news/express,http://example.org/ai-news/beat,0.7417
http://example.org/ai-news/beat,http://example.org/ai-news/feature,http://example.org/ai-news/beat,0.747
http://example.org/ai-news/beat,http://example.org/ai-news/find,http://example.org/ai-news/find,0.7332
http://example.org/ai-news/beat,http://example.org/ai-news/flood,http://example.org/ai-news/beat,0.7221
http://example.org/ai-news/beat,http://example.org/ai-news/generate,http://example.org/ai-news/beat,0.7118
http://example.org/ai-news/beat,http://example.org/ai-news/get,http://example.org/ai-news/get,0.7341
http://example.org/ai-news/beat,http://example.org/ai-news/give,http://example.org/ai-news/give,0.7215
http://example.org/ai-news/beat,http://example.org/ai-news/go,http://example.org/ai-news/beat,0.7303
http://example.org/ai-news/beat,http://example.org/ai-news/guide,http://example.org/ai-news/beat,0.746
http://example.org/ai-news/beat,http://example.org/ai-news/halt,http://example.org/ai-news/beat,0.7487
http://example.org/ai-news/beat,http://example.org/ai-news/have,http://example.org/ai-news/have,0.7153
http://example.org/ai-news/beat,http://example.org/ai-news/hear,http://example.org/ai-news/beat,0.7266
http://example.org/ai-news/beat,http://example.org/ai-news/incentivize,http://example.org/ai-news/beat,0.7219
http://example.org/ai-news/become,http://example.org/ai-news/believe,http://example.org/ai-news/believe,0.745
http://example.org/ai-news/become,http://example.org/ai-news/build,http://example.org/ai-news/become,0.7155
http://example.org/ai-news/become,http://example.org/ai-news/carry,http://example.org/ai-news/become,0.7374
http://example.org/ai-news/become,http://example.org/ai-news/chat,http://example.org/ai-news/become,0.7173
http://example.org/ai-news/become,http://example.org/ai-news/cheer,http://example.org/ai-news/become,0.7173
http://example.org/ai-news/become,http://example.org/ai-news/cite,http://example.org/ai-news/cite,0.7217
http://example.org/ai-news/become,http://example.org/ai-news/coin,http://example.org/ai-news/become,0.7426
http://example.org/ai-news/become,http://example.org/ai-news/collaborate,http://example.org/ai-news/collaborate,0.707
http://example.org/ai-news/become,http://example.org/ai-news/come,http://example.org/ai-news/come,0.7821
http://example.org/ai-news/become,http://example.org/ai-news/complain,http://example.org/ai-news/complain,0.7738
http://example.org/ai-news/become,http://example.org/ai-news/consider,http://example.org/ai-news/become,0.7553
http://example.org/ai-news/become,http://example.org/ai-news/cost,http://example.org/ai-news/cost,0.7249
http://example.org/ai-news/become,http://example.org/ai-news/create,http://example.org/ai-news/create,0.7491
http://example.org/ai-news/become,http://example.org/ai-news/develop,http://example.org/ai-news/become,0.7318
http://example.org/ai-news/become,http://example.org/ai-news/dig,http://example.org/ai-news/dig,0.7678
http://example.org/ai-news/become,http://example.org/ai-news/discuss,http://example.org/ai-news/become,0.7197
http://example.org/ai-news/become,http://example.org/ai-news/do,http://example.org/ai-news/become,0.7007
http://example.org/ai-news/become,http://example.org/ai-news/drop,http://example.org/ai-news/drop,0.7082
http://example.org/ai-news/become,http://example.org/ai-news/enter,http://example.org/ai-news/become,0.728
http://example.org/ai-news/become,http://example.org/ai-news/expect,http://example.org/ai-news/expect,0.7057
http://example.org/ai-news/become,http://example.org/ai-news/explain,http://example.org/ai-news/explain,0.7703
http://example.org/ai-news/become,http://example.org/ai-news/explore,http://example.org/ai-news/explore,0.7107
http://example.org/ai-news/become,http://example.org/ai-news/express,http://example.org/ai-news/become,0.7587
http://example.org/ai-news/become,http://example.org/ai-news/find,http://example.org/ai-news/find,0.7293
http://example.org/ai-news/become,http://example.org/ai-news/generate,http://example.org/ai-news/become,0.7129
http://example.org/ai-news/become,http://example.org/ai-news/get,http://example.org/ai-news/get,0.7386
http://example.org/ai-news/become,http://example.org/ai-news/give,http://example.org/ai-news/give,0.7339
http://example.org/ai-news/become,http://example.org/ai-news/go,http://example.org/ai-news/go,0.7644
http://example.org/ai-news/become,http://example.org/ai-news/guide,http://example.org/ai-news/become,0.7007
http://example.org/ai-news/become,http://example.org/ai-news/halt,http://example.org/ai-news/halt,0.7203
http://example.org/ai-news/become,http://example.org/ai-news/have,http://example.org/ai-news/have,0.7282
http://example.org/ai-news/become,http://example.org/ai-news/incentivize,http://example.org/ai-news/become,0.7256
http://example.org/ai-news/believe,http://example.org/ai-news/build,http://example.org/ai-news/believe,0.7355
http://example.org/ai-news/believe,http://example.org/ai-news/call,http://example.org/ai-news/call,0.7559
http://example.org/ai-news/believe,http://example.org/ai-news/carry,http://example.org/ai-news/believe,0.7607
http://example.org/ai-news/believe,http://example.org/ai-news/chat,http://example.org/ai-news/believe,0.7627
http://example.org/ai-news/believe,http://example.org/ai-news/cheer,http://example.org/ai-news/believe,0.7659
http://example.org/ai-news/believe,http://example.org/ai-news/cite,http://example.org/ai-news/believe,0.7334
http://example.org/ai-news/believe,http://example.org/ai-news/coin,http://example.org/ai-news/believe,0.7405
http://example.org/ai-news/believe,http://example.org/ai-news/complain,http://example.org/ai-news/believe,0.7353
http://example.org/ai-news/believe,http://example.org/ai-news/conduct,http://example.org/ai-news/believe,0.7415
http://example.org/ai-news/believe,http://example.org/ai-news/consider,http://example.org/ai-news/believe,0.7808
http://example.org/ai-news/believe,http://example.org/ai-news/cost,http://example.org/ai-news/believe,0.7186
http://example.org/ai-news/believe,http://example.org/ai-news/create,http://example.org/ai-news/create,0.7411
http://example.org/ai-news/believe,http://example.org/ai-news/develop,http://example.org/ai-news/believe,0.7378
http://example.org/ai-news/believe,http://example.org/ai-news/dig,http://example.org/ai-news/believe,0.7336
http://example.org/ai-news/believe,http://example.org/ai-news/discuss,http://example.org/ai-news/believe,0.7382
http://example.org/ai-news/believe,http://example.org/ai-news/do,http://example.org/ai-news/believe,0.7361
http://example.org/ai-news/believe,http://example.org/ai-news/drop,http://example.org/ai-news/believe,0.7147
http://example.org/ai-news/believe,http://example.org/ai-news/enable,http://example.org/ai-news/believe,0.7627
http://example.org/ai-news/believe,http://example.org/ai-news/enter,http://example.org/ai-news/believe,0.7811
http://example.org/ai-news/believe,http://example.org/ai-news/expect,http://example.org/ai-news/believe,0.7516
http://example.org/ai-news/believe,http://example.org/ai-news/explain,http://example.org/ai-news/believe,0.752
http://example.org/ai-news/believe,http://example.org/ai-news/explore,http://example.org/ai-news/believe,0.7309
http://example.org/ai-news/believe,http://example.org/ai-news/express,http://example.org/ai-news/believe,0.7357
http://example.org/ai-news/believe,http://example.org/ai-news/feature,http://example.org/ai-news/believe,0.7802
http://example.org/ai-news/believe,http://example.org/ai-news/find,http://example.org/ai-news/believe,0.773
http://example.org/ai-news/believe,http://example.org/ai-news/flood,http://example.org/ai-news/believe,0.784
http://example.org/ai-news/believe,http://example.org/ai-news/generate,http://example.org/ai-news/believe,0.7695
http://example.org/ai-news/believe,http://example.org/ai-news/get,http://example.org/ai-news/believe,0.7186
http://example.org/ai-news/believe,http://example.org/ai-news/guide,http://example.org/ai-news/believe,0.7705
http://example.org/ai-news/believe,http://example.org/ai-news/halt,http://example.org/ai-news/believe,0.7083
http://example.org/ai-news/believe,http://example.org/ai-news/have,http://example.org/ai-news/have,0.7404
http://example.org/ai-news/believe,http://example.org/ai-news/hear,http://example.org/ai-news/believe,0.7468
http://example.org/ai-news/believe,http://example.org/ai-news/incentivize,http://example.org/ai-news/believe,0.7248
http://example.org/ai-news/build,http://example.org/ai-news/call,http://example.org/ai-news/call,0.7597
http://example.org/ai-news/build,http://example.org/ai-news/carry,http://example.org/ai-news/build,0.7038
http://example.org/ai-news/build,http://example.org/ai-news/chat,http://example.org/ai-news/build,0.7695
http://example.org/ai-news/build,http://example.org/ai-news/cheer,http://example.org/ai-news/build,0.7324
http://example.org/ai-news/build,http://example.org/ai-news/cite,http://example.org/ai-news/cite,0.73
http://example.org/ai-news/build,http://example.org/ai-news/coin,http://example.org/ai-news/build,0.741
http://example.org/ai-news/build,http://example.org/ai-news/collaborate,http://example.org/ai-news/collaborate,0.7014
http://example.org/ai-news/build,http://example.org/ai-news/come,http://example.org/ai-news/come,0.737
http://example.org/ai-news/build,http://example.org/ai-news/complain,http://example.org/ai-news/complain,0.7383
http://example.org/ai-news/build,http://example.org/ai-news/conduct,http://example.org/ai-news/conduct,0.7314
http://example.org/ai-news/build,http://example.org/ai-news/consider,http://example.org/ai-news/build,0.7932
http://example.org/ai-news/build,http://example.org/ai-news/cost,http://example.org/ai-news/cost,0.7325
http://example.org/ai-news/build,http://example.org/ai-news/create,http://example.org/ai-news/create,0.7447
http://example.org/ai-news/build,http://example.org/ai-news/develop,http://example.org/ai-news/build,0.7062
http://example.org/ai-news/build,http://example.org/ai-news/dig,http://example.org/ai-news/dig,0.7051
http://example.org/ai-news/build,http://example.org/ai-news/discuss,http://example.org/ai-news/discuss,0.7449
http://example.org/ai-news/build,http://example.org/ai-news/drop,http://example.org/ai-news/drop,0.7354
http://example.org/ai-news/build,http://example.org/ai-news/enable,http://example.org/ai-news/build,0.7106
http://example.org/ai-news/build,http://example.org/ai-news/expect,http://example.org/ai-news/expect,0.7199
http://example.org/ai-news/build,http://example.org/ai-news/explain,http://example.org/ai-news/explain,0.7769
http://example.org/ai-news/build,http://example.org/ai-news/express,http://example.org/ai-news/express,0.709
http://example.org/ai-news/build,http://example.org/ai-news/find,http://example.org/ai-news/find,0.7306
http://example.org/ai-news/build,http://example.org/ai-news/generate,http://example.org/ai-news/build,0.7148
http://example.org/ai-news/build,http://example.org/ai-news/get,http://example.org/ai-news/get,0.7665
http://example.org/ai-news/build,http://example.org/ai-news/give,http://example.org/ai-news/give,0.7292
http://example.org/ai-news/build,http://example.org/ai-news/go,http://example.org/ai-news/go,0.7243
http://example.org/ai-news/build,http://example.org/ai-news/have,http://example.org/ai-news/have,0.7679
http://example.org/ai-news/call,http://example.org/ai-news/carry,http://example.org/ai-news/call,0.7428
http://example.org/ai-news/call,http://example.org/ai-news/chat,http://example.org/ai-news/call,0.7459
http://example.org/ai-news/call,http://example.org/ai-news/cheer,http://example.org/ai-news/call,0.7301
http://example.org/ai-news/call,http://example.org/ai-news/cite,http://example.org/ai-news/call,0.7642
http://example.org/ai-news/call,http://example.org/ai-news/coin,http://example.org/ai-news/call,0.7122
http://example.org/ai-news/call,http://example.org/ai-news/collaborate,http://example.org/ai-news/call,0.7173
http://example.org/ai-news/call,http://example.org/ai-news/complain,http://example.org/ai-news/call,0.7197
http://example.org/ai-news/call,http://example.org/ai-news/conduct,http://example.org/ai-news/call,0.7464
http://example.org/ai-news/call,http://example.org/ai-news/consider,http://example.org/ai-news/call,0.8027
http://example.org/ai-news/call,http://example.org/ai-news/cost,http://example.org/ai-news/call,0.7316
http://example.org/ai-news/call,http://example.org/ai-news/create,http://example.org/ai-news/create,0.7157
http://example.org/ai-news/call,http://example.org/ai-news/develop,http://example.org/ai-news/call,0.7615
http://example.org/ai-news/call,http://example.org/ai-news/dig,http://example.org/ai-news/call,0.7422
http://example.org/ai-news/call,http://example.org/ai-news/discuss,http://example.org/ai-news/call,0.7873
http://example.org/ai-news/call,http://example.org/ai-news/do,http://example.org/ai-news/call,0.724
http://example.org/ai-news/call,http://example.org/ai-news/drop,http://example.org/ai-news/call,0.7264
http://example.org/ai-news/call,http://example.org/ai-news/enable,http://example.org/ai-news/call,0.7655
http://example.org/ai-news/call,http://example.org/ai-news/enter,http://example.org/ai-news/call,0.781
http://example.org/ai-news/call,http://example.org/ai-news/expect,http://example.org/ai-news/call,0.7617
http://example.org/ai-news/call,http://example.org/ai-news/explain,http://example.org/ai-news/call,0.7537
http://example.org/ai-news/call,http://example.org/ai-news/explore,http://example.org/ai-news/call,0.748
http://example.org/ai-news/call,http://example.org/ai-news/express,http://example.org/ai-news/call,0.7627
http://example.org/ai-news/call,http://example.org/ai-news/feature,http://example.org/ai-news/call,0.7573
http://example.org/ai-news/call,http://example.org/ai-news/find,http://example.org/ai-news/call,0.7125
http://example.org/ai-news/call,http://example.org/ai-news/flood,http://example.org/ai-news/call,0.7765
http://example.org/ai-news/call,http://example.org/ai-news/generate,http://example.org/ai-news/call,0.7569
http://example.org/ai-news/call,http://example.org/ai-news/go,http://example.org/ai-news/call,0.7198
http://example.org/ai-news/call,http://example.org/ai-news/guide,http://example.org/ai-news/call,0.7613
http://example.org/ai-news/call,http://example.org/ai-news/halt,http://example.org/ai-news/call,0.7317
http://example.org/ai-news/call,http://example.org/ai-news/have,http://example.org/ai-news/call,0.7047
http://example.org/ai-news/call,http://example.org/ai-news/hear,http://example.org/ai-news/call,0.7218
http://example.org/ai-news/call,http://example.org/ai-news/incentivize,http://example.org/ai-news/call,0.7001
http://example.org/ai-news/carry,http://example.org/ai-news/chat,http://example.org/ai-news/carry,0.7038
http://example.org/ai-news/carry,http://example.org/ai-news/collaborate,http://example.org/ai-news/collaborate,0.728
http://example.org/ai-news/carry,http://example.org/ai-news/come,http://example.org/ai-news/come,0.7471
http://example.org/ai-news/carry,http://example.org/ai-news/complain,http://example.org/ai-news/complain,0.7734
http://example.org/ai-news/carry,http://example.org/ai-news/conduct,http://example.org/ai-news/conduct,0.7502
http://example.org/ai-news/carry,http://example.org/ai-news/consider,http://example.org/ai-news/carry,0.7358
http://example.org/ai-news/carry,http://example.org/ai-news/cost,http://example.org/ai-news/cost,0.7059
http://example.org/ai-news/carry,http://example.org/ai-news/create,http://example.org/ai-news/create,0.7668
http://example.org/ai-news/carry,http://example.org/ai-news/develop,http://example.org/ai-news/carry,0.749
http://example.org/ai-news/carry,http://example.org/ai-news/dig,http://example.org/ai-news/dig,0.7037
http://example.org/ai-news/carry,http://example.org/ai-news/drop,http://example.org/ai-news/drop,0.7421
http://example.org/ai-news/carry,http://example.org/ai-news/enable,http://example.org/ai-news/carry,0.7132
http://example.org/ai-news/carry,http://example.org/ai-news/enter,http://example.org/ai-news/carry,0.7702
http://example.org/ai-news/carry,http://example.org/ai-news/explain,http://example.org/ai-news/explain,0.7398
http://example.org/ai-news/carry,http://example.org/ai-news/express,http://example.org/ai-news/express,0.7527
http://example.org/ai-news/carry,http://example.org/ai-news/feature,http://example.org/ai-news/feature,0.7119
http://example.org/ai-news/carry,http://example.org/ai-news/find,http://example.org/ai-news/find,0.7501
http://example.org/ai-news/carry,http://example.org/ai-news/flood,http://example.org/ai-news/flood,0.718
http://example.org/ai-news/carry,http://example.org/ai-news/generate,http://example.org/ai-news/carry,0.7038
http://example.org/ai-news/carry,http://example.org/ai-news/get,http://example.org/ai-news/get,0.7111
http://example.org/ai-news/carry,http://example.org/ai-news/give,http://example.org/ai-news/give,0.7107
http://example.org/ai-news/carry,http://example.org/ai-news/go,http://example.org/ai-news/go,0.7284
http://example.org/ai-news/carry,http://example.org/ai-news/guide,http://example.org/ai-news/carry,0.7018
http://example.org/ai-news/carry,http://example.org/ai-news/halt,http://example.org/ai-news/halt,0.7173
http://example.org/ai-news/carry,http://example.org/ai-news/have,http://example.org/ai-news/have,0.7327
http://example.org/ai-news/carry,http://example.org/ai-news/hear,http://example.org/ai-news/hear,0.7639
http://example.org/ai-news/carry,http://example.org/ai-news/incentivize,http://example.org/ai-news/incentivize,0.7273
http://example.org/ai-news/chat,http://example.org/ai-news/cheer,http://example.org/ai-news/cheer,0.7261
http://example.org/ai-news/chat,http://example.org/ai-news/cite,http://example.org/ai-news/cite,0.7068
http://example.org/ai-news/chat,http://example.org/ai-news/coin,http://example.org/ai-news/coin,0.7135
http://example.org/ai-news/chat,http://example.org/ai-news/collaborate,http://example.org/ai-news/collaborate,0.7423
http://example.org/ai-news/chat,http://example.org/ai-news/come,http://example.org/ai-news/come,0.7624
http://example.org/ai-news/chat,http://example.org/ai-news/complain,http://example.org/ai-news/complain,0.7192
http://example.org/ai-news/chat,http://example.org/ai-news/conduct,http://example.org/ai-news/conduct,0.7306
http://example.org/ai-news/chat,http://example.org/ai-news/consider,http://example.org/ai-news/chat,0.7664
http://example.org/ai-news/chat,http://example.org/ai-news/cost,http://example.org/ai-news/cost,0.7402
http://example.org/ai-news/chat,http://example.org/ai-news/create,http://example.org/ai-news/create,0.768
http://example.org/ai-news/chat,http://example.org/ai-news/develop,http://example.org/ai-news/develop,0.729
http://example.org/ai-news/chat,http://example.org/ai-news/discuss,http://example.org/ai-news/discuss,0.7324
http://example.org/ai-news/chat,http://example.org/ai-news/drop,http://example.org/ai-news/drop,0.7375
http://example.org/ai-news/chat,http://example.org/ai-news/enable,http://example.org/ai-news/enable,0.7056
http://example.org/ai-news/chat,http://example.org/ai-news/expect,http://example.org/ai-news/expect,0.7077
http://example.org/ai-news/chat,http://example.org/ai-news/explain,http://example.org/ai-news/explain,0.7371
http://example.org/ai-news/chat,http://example.org/ai-news/explore,http://example.org/ai-news/explore,0.7126
http://example.org/ai-news/chat,http://example.org/ai-news/express,http://example.org/ai-news/express,0.761
http://example.org/ai-news/chat,http://example.org/ai-news/feature,http://example.org/ai-news/feature,0.7198
http://example.org/ai-news/chat,http://example.org/ai-news/find,http://example.org/ai-news/find,0.7685
http://example.org/ai-news/chat,http://example.org/ai-news/get,http://example.org/ai-news/get,0.7401
http://example.org/ai-news/chat,http://example.org/ai-news/give,http://example.org/ai-news/give,0.7829
http://example.org/ai-news/chat,http://example.org/ai-news/go,http://example.org/ai-news/go,0.7263
http://example.org/ai-news/chat,http://example.org/ai-news/halt,http://example.org/ai-news/halt,0.7042
http://example.org/ai-news/chat,http://example.org/ai-news/have,http://example.org/ai-news/have,0.7638
http://example.org/ai-news/chat,http://example.org/ai-news/hear,http://example.org/ai-news/hear,0.7255
http://example.org/ai-news/chat,http://example.org/ai-news/incentivize,http://example.org/ai-news/incentivize,0.7261
http://example.org/ai-news/cheer,http://example.org/ai-news/cite,http://example.org/ai-news/cite,0.7107
http://example.org/ai-news/cheer,http://example.org/ai-news/coin,http://example.org/ai-news/cheer,0.7419
http://example.org/ai-news/cheer,http://example.org/ai-news/collaborate,http://example.org/ai-news/collaborate,0.7147
http://example.org/ai-news/cheer,http://example.org/ai-news/come,http://example.org/ai-news/come,0.7505
http://example.org/ai-news/cheer,http://example.org/ai-news/complain,http://example.org/ai-news/complain,0.7359
http://example.org/ai-news/cheer,http://example.org/ai-news/conduct,http://example.org/ai-news/conduct,0.768
http://example.org/ai-news/cheer,http://example.org/ai-news/consider,http://example.org/ai-news/cheer,0.7427
